-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/1990 through 12/31/2024 in LST
Location: latitude  -9.505   longitude -77.49 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 3947.39 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) 
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W m-2) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
CLRSKY_SFC_SW_DWN     CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (W m-2) 
CLOUD_AMT             CERES SYN1deg Cloud Amount (%) 
QV2M                  MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
T2MDEW                MERRA-2 Dew/Frost Point at 2 Meters (C) 
TS                    MERRA-2 Earth Skin Temperature (C) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (W m-2) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,WS2M,ALLSKY_SFC_LW_DWN,T2M_MAX,CLRSKY_SFC_SW_DWN,CLOUD_AMT,QV2M,RH2M,T2M_MIN,T2MDEW,TS,T2M,ALLSKY_SFC_SW_DWN,PRECTOTCORR
2016,7,7,1.94,285.51,14.35,252.31,45.4,6.81,71.06,2.31,1.71,8.87,7.32,191.24,0.43
2016,7,8,1.63,279.65,16.03,263.61,34.99,6.76,70.61,1.0,1.6,9.43,7.63,213.77,0.02
2016,7,9,1.83,268.16,14.8,269.39,22.3,6.05,68.79,0.28,0.09,8.69,6.49,210.41,0.15
2016,7,10,1.23,256.68,15.72,264.28,14.19,4.84,57.01,-1.66,-3.03,8.35,6.35,249.61,0.0
2016,7,11,1.39,244.3,16.09,271.31,13.71,4.6,54.07,-2.19,-3.74,8.05,6.37,257.12,0.0
2016,7,12,1.12,245.81,16.46,273.13,9.7,5.02,58.19,-0.66,-2.5,8.77,6.88,265.34,0.0
2016,7,13,1.14,248.84,16.17,271.14,9.93,4.34,51.17,-1.09,-4.67,8.51,6.6,262.35,0.0
2016,7,14,1.12,264.8,16.15,269.17,27.01,5.45,59.55,-1.2,-1.55,8.98,6.98,247.36,1.39
2016,7,15,1.21,268.35,16.44,267.52,23.49,6.2,64.78,0.04,0.36,9.79,7.84,247.03,0.01
2016,7,16,1.32,258.22,15.54,271.58,18.66,6.7,70.91,1.48,1.45,9.35,7.48,244.5,8.44
2016,7,17,1.7,280.66,15.1,274.01,46.44,5.62,66.1,-1.19,-0.96,8.4,6.21,219.44,1.28
2016,7,18,1.55,252.59,16.67,274.32,31.96,4.41,56.25,-2.3,-4.54,8.72,6.38,253.07,0.0
2016,7,19,2.66,235.91,14.66,279.06,10.75,4.02,54.8,-1.94,-5.49,6.88,4.86,274.01,0.0
2016,7,20,3.33,234.84,14.49,281.27,10.33,3.5,52.71,-3.68,-7.29,5.9,4.16,276.73,0.0
2016,7,21,2.17,239.6,15.31,282.78,15.86,3.44,50.69,-4.18,-7.5,6.3,4.41,278.62,0.0
2016,7,22,1.72,234.71,15.74,280.07,9.29,3.86,54.9,-4.48,-6.17,7.1,4.78,273.9,0.0
2016,7,23,1.34,226.52,16.41,285.09,9.9,3.8,51.57,-4.04,-6.58,7.65,5.5,278.29,0.0
2016,7,24,1.37,231.56,16.78,279.9,6.93,3.67,46.78,-3.57,-7.22,7.67,6.1,273.92,0.0
2016,7,25,1.19,240.13,18.29,273.32,7.62,4.65,53.01,-1.57,-3.95,9.42,7.63,265.67,0.0
2016,7,26,2.21,250.21,16.58,275.72,9.16,5.57,63.57,0.05,-1.2,9.26,7.0,263.74,0.0
2016,7,27,3.97,244.19,15.3,275.09,10.71,4.77,58.98,-1.64,-3.29,7.95,5.96,262.83,0.0
2016,7,28,2.81,242.83,15.95,276.84,8.82,5.21,63.02,-0.75,-2.11,8.82,6.41,271.33,0.0
2016,7,29,3.3,261.18,14.99,276.35,23.22,5.12,64.9,-2.15,-2.25,7.62,5.53,216.66,0.0
2016,7,30,1.77,252.26,16.01,276.65,18.19,4.71,57.6,-3.7,-3.58,8.82,6.14,257.12,0.0
2016,7,31,1.64,272.93,15.91,272.24,24.17,6.06,63.66,1.41,0.07,10.37,7.64,217.04,0.0
2016,8,1,2.07,253.04,16.19,281.97,20.53,5.2,60.63,-1.36,-2.1,9.13,6.7,251.04,1.96
2016,8,2,2.04,281.47,15.21,277.24,37.98,6.14,67.86,-0.04,0.25,9.16,6.89,167.41,2.43
2016,8,3,1.59,268.26,15.67,275.86,29.07,6.22,67.17,0.31,0.43,10.02,7.33,225.5,0.07
2016,8,4,2.0,273.76,13.75,266.46,26.91,6.0,65.74,0.95,-0.01,9.09,6.84,209.78,0.0
2016,8,5,1.54,263.48,17.79,272.53,18.85,5.49,55.84,-0.17,-1.37,10.53,8.37,260.02,0.0
2016,8,6,1.67,269.72,17.36,283.34,21.0,6.28,64.98,0.41,0.51,10.41,8.22,254.13,0.69
2016,8,7,1.96,279.68,17.37,279.2,18.18,6.42,65.28,0.52,0.87,10.61,8.16,234.81,0.2
2016,8,8,1.48,272.63,17.5,289.72,22.29,5.98,60.0,1.07,-0.22,11.41,8.89,257.37,0.0
2016,8,9,1.34,274.14,17.35,289.03,20.93,6.24,60.58,2.15,0.35,11.54,9.12,260.28,0.0
2016,8,10,1.76,274.51,14.91,283.61,25.23,6.69,66.12,2.08,1.37,10.33,8.06,254.57,1.48
2016,8,11,1.83,297.13,15.35,273.35,39.72,6.91,70.17,2.39,1.91,10.43,7.67,220.51,2.14
2016,8,12,1.99,291.39,15.58,281.48,44.44,6.39,67.81,-0.11,0.79,10.1,7.14,218.6,0.0
2016,8,13,1.7,276.71,15.76,289.7,31.41,6.39,66.34,1.39,0.8,10.69,7.7,249.54,0.0
2016,8,14,1.41,261.3,16.8,298.74,17.7,6.12,63.72,0.54,0.15,10.63,8.16,267.99,0.0
2016,8,15,1.27,253.82,18.53,298.58,17.12,5.58,56.6,0.55,-1.2,11.5,9.07,267.53,0.0
2016,8,16,1.69,253.43,17.29,293.93,10.92,5.19,57.11,0.48,-2.18,10.95,7.97,273.85,0.0
2016,8,17,1.56,263.36,17.09,292.79,19.06,4.92,53.43,-1.57,-2.99,10.21,7.34,259.3,0.0
2016,8,18,1.86,284.55,16.78,292.07,26.62,6.0,64.08,0.01,-0.09,10.9,7.67,238.55,0.0
2016,8,19,1.94,294.87,15.15,295.03,40.3,6.18,62.67,2.86,0.33,10.67,7.81,218.83,0.0
2016,8,20,1.46,284.0,17.6,295.41,24.34,5.21,52.4,1.48,-2.24,10.75,8.73,249.27,0.0
2016,8,21,3.16,279.59,15.79,299.1,26.29,6.35,63.39,3.09,0.67,11.24,8.28,251.07,0.0
2016,8,22,2.39,281.21,16.79,295.97,28.95,6.07,61.81,-0.05,0.08,11.32,8.08,236.19,0.0
2016,8,23,1.59,280.13,17.25,290.43,26.23,5.71,57.79,0.17,-0.81,11.86,8.49,252.47,0.0
2016,8,24,1.4,262.4,17.72,295.41,22.72,5.42,58.83,-0.9,-1.57,11.17,8.03,265.1,0.0
2016,8,25,1.86,261.8,16.72,299.24,19.03,4.99,56.92,-1.86,-2.68,10.5,7.18,261.12,0.0
2016,8,26,1.59,254.49,17.23,302.72,18.47,4.61,53.29,-2.02,-3.82,10.34,7.45,278.96,0.0
2016,8,27,1.46,265.83,18.61,290.06,31.27,5.41,54.94,0.6,-1.55,11.34,8.79,268.07,0.0
2016,8,28,1.76,274.3,17.86,294.18,35.08,5.36,53.3,2.76,-1.85,11.0,8.99,243.86,0.36
2016,8,29,1.95,280.23,16.69,304.54,33.93,5.93,61.97,0.74,-0.32,10.71,7.69,254.63,0.02
2016,8,30,1.73,297.7,16.51,302.54,40.63,5.75,58.86,1.07,-0.76,11.45,8.34,246.31,0.0
2016,8,31,1.92,296.3,14.11,301.28,55.4,5.24,58.08,1.41,-1.96,9.26,6.27,241.09,0.79
2016,9,1,1.99,298.61,16.42,296.1,65.5,5.0,52.11,0.33,-2.59,9.97,7.73,212.04,0.78
2016,9,2,1.83,287.86,16.83,304.13,36.21,5.35,57.47,-0.5,-1.79,9.88,7.19,258.64,0.05
2016,9,3,1.8,277.51,18.26,306.69,26.4,4.47,47.97,0.11,-4.5,10.54,8.48,259.37,9.13
2016,9,4,1.86,280.38,13.02,309.45,26.58,6.31,69.66,0.75,0.55,7.32,6.01,267.48,7.4
2016,9,5,1.5,275.33,15.7,306.06,23.5,5.11,53.43,0.27,-2.45,9.49,7.91,263.79,1.98
2016,9,6,1.77,284.67,16.48,308.47,36.95,6.52,64.2,2.2,1.08,11.83,8.66,247.78,0.11
2016,9,7,1.63,269.44,17.32,316.87,27.01,5.87,57.47,1.86,-0.37,12.34,9.0,267.59,0.0
2016,9,8,1.44,261.45,18.48,312.67,13.0,5.09,53.45,0.17,-2.54,12.07,8.77,284.94,0.0
2016,9,9,1.46,272.52,18.04,311.78,27.43,4.96,52.02,-0.18,-2.84,12.01,8.34,257.06,0.0
2016,9,10,2.64,271.35,16.89,309.7,24.63,5.08,55.33,-0.41,-2.36,11.3,7.63,263.31,0.0
2016,9,11,2.76,247.24,16.1,304.08,13.12,5.04,58.32,0.29,-2.62,10.44,7.27,291.15,0.0
2016,9,12,1.64,263.76,18.07,298.2,40.05,4.08,46.56,-2.58,-5.68,11.75,7.78,280.38,0.0
2016,9,13,1.32,253.27,18.8,292.06,19.18,4.2,45.88,-1.66,-5.46,11.64,8.23,284.92,0.0
2016,9,14,1.34,284.28,17.04,279.01,35.99,6.06,61.39,-0.11,0.01,11.57,8.34,238.8,0.01
2016,9,15,1.38,309.99,18.07,287.85,87.55,6.32,57.85,4.14,0.57,13.64,9.9,187.42,0.0
2016,9,16,1.79,289.48,16.26,296.79,30.9,6.51,66.57,2.48,1.07,10.91,7.68,185.42,0.0
2016,9,17,2.05,283.97,17.07,304.44,21.49,6.2,62.16,-0.2,0.34,12.4,8.59,223.73,0.0
2016,9,18,1.59,304.43,18.01,304.51,50.45,6.93,61.34,4.54,1.88,14.07,10.13,236.33,0.0
2016,9,19,2.53,318.95,16.54,307.79,59.86,6.57,60.72,4.23,1.2,13.06,9.19,202.27,0.0
2016,9,20,2.08,313.63,17.01,309.48,68.3,6.27,61.42,2.37,0.53,12.68,8.35,168.91,0.0
2016,9,21,2.02,311.64,14.01,321.84,67.12,6.56,66.72,2.25,1.16,11.13,7.52,203.53,1.93
2016,9,22,1.56,314.65,16.87,321.47,57.94,6.81,63.86,3.24,1.64,12.94,9.11,198.69,1.32
2016,9,23,1.83,306.96,17.03,312.12,58.39,6.5,60.76,3.07,1.03,13.08,9.28,230.24,0.13
2016,9,24,1.5,307.22,18.41,304.68,62.22,6.5,63.08,1.0,1.0,12.98,8.86,229.3,0.0
2016,9,25,1.81,309.04,16.79,317.84,62.54,6.88,63.67,5.0,1.83,12.85,9.11,167.63,2.22
2016,9,26,2.19,309.31,15.82,320.89,53.29,6.84,70.71,2.89,1.77,10.97,7.38,204.53,0.28
2016,9,27,2.15,312.8,15.93,329.93,60.79,6.75,65.95,2.6,1.57,11.76,8.26,195.42,0.0
2016,9,28,1.36,303.62,17.46,320.94,55.87,7.28,65.53,3.98,2.63,13.24,9.64,206.01,3.03
2016,9,29,1.46,297.77,18.21,332.45,57.58,7.41,66.36,3.4,2.86,13.87,9.89,238.29,3.09
2016,9,30,1.98,303.74,16.79,339.6,58.52,7.0,66.6,2.62,2.07,12.55,8.72,262.97,2.85
2016,10,1,1.95,320.28,17.2,329.86,77.39,6.74,68.14,2.62,1.56,11.64,7.92,213.39,1.74
2016,10,2,2.23,311.37,15.03,313.69,91.15,6.83,70.44,2.5,1.73,10.71,7.21,174.8,2.81
2016,10,3,1.53,308.28,16.86,315.82,69.69,6.92,66.12,2.1,1.92,12.26,8.64,196.98,0.14
2016,10,4,1.25,304.76,16.56,313.52,67.01,7.29,65.34,3.85,2.65,12.95,9.47,208.84,0.64
2016,10,5,1.53,320.01,17.27,327.81,72.47,7.59,67.02,5.34,3.24,13.19,9.72,183.62,3.85
2016,10,6,1.63,305.9,15.61,340.35,68.67,7.02,64.06,4.45,2.07,11.74,8.99,214.29,0.37
2016,10,7,2.36,277.4,18.86,340.05,24.07,4.87,44.17,2.66,-3.05,11.46,9.55,292.71,0.01
2016,10,8,1.8,272.64,19.46,347.22,37.28,4.71,46.29,0.92,-4.02,11.94,9.8,322.85,0.0
2016,10,9,2.03,292.84,15.37,333.07,50.07,7.11,66.56,3.96,2.27,11.11,8.59,255.63,0.0
2016,10,10,1.89,306.39,15.45,328.87,72.04,7.3,71.09,2.76,2.64,11.31,8.14,239.54,8.45
2016,10,11,1.72,308.02,17.02,313.7,68.79,7.21,69.92,3.82,2.5,11.8,8.38,201.38,3.38
2016,10,12,1.88,302.27,16.6,294.34,54.87,6.57,66.27,2.33,1.2,11.23,7.83,208.14,0.0
2016,10,13,2.09,298.0,15.15,310.77,66.55,6.83,71.69,2.55,1.72,10.19,6.95,220.06,0.03
2016,10,14,2.41,317.95,14.15,338.12,84.58,6.76,73.82,2.53,1.6,9.51,6.36,176.05,4.98
2016,10,15,1.95,299.13,14.29,343.83,61.4,6.93,69.55,2.25,1.95,10.83,7.64,236.27,0.56
2016,10,16,1.69,317.74,17.26,345.89,75.63,6.89,64.62,2.91,1.83,12.3,9.13,208.95,8.0
2016,10,17,1.49,311.34,15.2,335.99,62.97,7.1,71.79,3.87,2.26,10.77,7.56,219.27,6.04
2016,10,18,2.51,296.14,15.62,344.12,50.19,6.73,67.6,2.01,1.53,11.56,7.86,264.66,0.89
2016,10,19,2.41,308.93,15.08,345.28,50.85,6.8,68.7,2.75,1.66,10.56,7.74,233.88,1.24
2016,10,20,2.04,296.6,16.9,348.84,41.7,6.67,65.65,2.21,1.4,12.1,8.36,261.54,0.15
2016,10,21,1.84,298.88,18.66,337.88,40.7,6.67,62.97,1.62,1.34,13.03,9.36,194.79,0.01
2016,10,22,1.73,283.95,16.43,334.53,34.83,5.87,58.22,1.24,-0.42,11.38,8.16,273.72,0.02
2016,10,23,1.48,290.01,17.45,337.33,45.07,6.53,62.15,2.23,1.02,11.83,8.57,294.33,0.01
2016,10,24,2.22,275.84,15.4,346.32,26.46,6.43,64.77,2.13,0.85,10.45,7.57,297.75,4.26
2016,10,25,1.59,280.44,15.91,348.36,37.49,6.2,59.56,1.79,0.22,10.64,7.99,292.58,0.62
2016,10,26,2.01,284.81,17.53,343.1,27.25,4.95,45.25,3.53,-2.89,11.32,9.24,293.05,0.0
2016,10,27,1.87,292.79,17.7,335.67,79.28,5.23,50.34,2.65,-2.23,11.83,8.87,262.24,0.0
2016,10,28,2.38,310.92,16.17,343.29,67.61,6.58,67.6,2.45,1.23,10.85,7.63,215.05,0.0
2016,10,29,2.04,293.83,17.61,349.65,44.67,6.48,61.42,1.86,1.0,12.64,8.85,240.49,0.0
2016,10,30,1.88,280.09,18.08,352.99,42.95,7.1,63.97,4.13,2.29,13.66,9.7,284.41,0.0
2016,10,31,1.74,268.06,17.6,352.26,25.27,7.05,63.06,4.89,2.15,13.34,9.69,304.0,0.0
2016,11,1,1.84,263.64,17.82,356.41,18.25,6.41,59.07,2.34,0.82,12.63,9.29,328.59,0.0
2016,11,2,1.62,271.93,19.59,350.41,21.33,5.76,56.38,0.0,-0.96,12.13,9.14,331.33,3.66
2016,11,3,1.68,296.65,13.06,345.19,60.27,6.96,69.27,3.29,1.93,9.94,7.45,248.01,4.2
2016,11,4,2.44,306.03,11.78,347.23,79.58,6.76,71.19,2.07,1.62,8.81,6.78,251.68,0.52
2016,11,5,1.77,301.13,17.89,347.31,88.8,6.79,62.08,2.78,1.63,13.52,9.67,190.44,0.0
2016,11,6,1.55,279.21,17.65,353.82,22.59,6.5,58.86,2.57,1.0,13.8,9.94,279.9,0.0
2016,11,7,1.35,287.93,18.77,352.02,36.32,6.37,57.83,1.0,0.66,13.95,9.98,270.48,0.05
2016,11,8,1.61,294.68,18.04,348.15,51.25,7.38,65.5,3.7,2.8,13.55,9.9,289.66,0.0
2016,11,9,1.99,279.45,16.84,350.28,25.91,6.56,61.74,3.03,1.18,11.94,8.87,304.42,0.38
2016,11,10,2.09,273.9,18.46,346.53,24.2,5.78,52.73,2.76,-0.65,12.34,9.61,289.81,1.52
2016,11,11,2.09,253.81,19.62,351.7,13.36,4.68,42.22,2.93,-3.76,11.85,10.15,339.78,0.01
2016,11,12,2.22,252.0,19.03,360.14,15.57,4.34,42.47,0.72,-5.07,11.37,9.46,353.04,0.0
2016,11,13,2.84,264.62,17.66,355.15,26.92,3.88,42.08,0.69,-6.01,9.86,7.75,336.11,0.97
2016,11,14,2.69,264.55,16.4,352.67,29.56,4.24,43.04,-0.56,-5.49,9.06,6.85,338.98,0.8
2016,11,15,2.46,274.96,17.59,349.09,56.16,3.5,37.15,0.87,-7.54,9.84,7.79,322.21,0.63
2016,11,16,1.83,246.0,18.11,351.3,16.01,3.56,32.7,2.61,-7.57,10.92,9.28,340.3,0.08
2016,11,17,1.88,261.96,19.04,361.23,41.09,4.03,36.41,3.96,-5.86,11.85,10.31,343.57,0.0
2016,11,18,1.73,294.21,17.09,356.65,75.27,4.95,43.86,5.26,-2.91,11.29,9.88,288.66,0.0
2016,11,19,1.91,247.11,18.02,355.02,29.31,4.88,43.36,3.95,-3.39,11.87,9.89,346.19,0.0
2016,11,20,2.44,232.27,19.1,368.45,8.86,2.98,26.84,3.62,-10.67,10.9,9.93,363.03,0.0
2016,11,21,2.39,255.33,17.56,350.93,14.46,5.97,52.27,2.91,-0.46,10.96,9.66,347.84,2.93
2016,11,22,1.99,276.21,19.34,347.17,20.53,5.22,50.26,0.56,-2.31,12.14,9.88,322.4,0.07
2016,11,23,1.74,269.05,19.15,343.36,16.64,6.33,54.61,2.92,0.52,13.48,10.78,311.38,0.0
2016,11,24,1.98,263.71,18.44,343.77,14.35,7.12,59.5,5.84,2.21,13.82,10.88,321.41,0.0
2016,11,25,2.08,282.33,18.17,340.22,34.04,6.29,55.88,2.72,0.51,12.19,9.51,292.51,4.77
2016,11,26,1.94,284.48,17.73,341.52,29.57,5.94,56.78,1.57,-0.27,11.51,8.83,295.09,1.04
2016,11,27,1.75,282.21,18.35,347.01,32.47,5.57,52.13,1.43,-1.17,12.17,9.25,303.38,0.05
2016,11,28,2.03,278.54,19.13,347.28,36.26,5.84,56.06,1.22,-0.6,12.31,9.09,288.32,5.49
2016,11,29,2.34,305.26,17.14,357.2,68.8,7.1,64.86,3.93,2.27,12.85,9.26,250.65,0.9
2016,11,30,1.98,309.8,18.16,345.81,69.44,6.81,65.53,3.23,1.67,12.9,8.73,230.47,0.0
2016,12,1,1.91,302.43,17.14,333.61,76.91,6.79,66.62,3.35,1.63,12.07,8.31,196.52,3.03
2016,12,2,1.73,303.1,16.86,344.64,58.2,6.9,65.51,1.67,1.85,12.13,8.77,226.49,0.21
2016,12,3,1.95,318.69,15.96,345.88,83.29,7.23,67.72,2.5,2.52,11.58,8.73,200.98,0.06
2016,12,4,1.98,303.95,15.71,338.43,66.11,6.6,65.74,2.36,1.25,10.81,7.82,203.28,0.03
2016,12,5,1.5,291.56,17.01,344.93,61.29,6.81,66.92,2.62,1.64,11.36,8.08,219.07,0.01
2016,12,6,2.08,310.31,16.48,342.87,86.93,6.68,68.14,2.18,1.36,11.0,7.47,149.9,0.0
2016,12,7,1.96,299.45,16.32,334.14,63.86,6.61,63.59,1.99,1.22,11.54,8.49,188.28,0.0
2016,12,8,2.1,314.77,16.19,337.82,84.32,7.54,72.91,3.35,3.1,10.75,8.35,167.96,4.39
2016,12,9,2.34,321.35,15.65,342.69,90.03,6.76,67.33,1.5,1.54,10.73,7.94,160.18,0.67
2016,12,10,2.08,307.9,13.46,343.52,75.56,6.72,70.04,2.4,1.42,8.98,6.94,191.38,6.59
2016,12,11,1.66,305.59,15.77,345.44,70.78,6.52,65.07,2.02,0.99,9.12,8.0,218.76,8.92
2016,12,12,1.62,290.21,17.73,338.19,48.42,5.79,53.57,3.58,-0.67,11.04,9.69,238.1,1.66
2016,12,13,1.83,288.47,18.85,344.66,45.2,4.72,41.29,3.77,-3.94,12.1,10.34,264.82,0.17
2016,12,14,1.74,294.2,18.13,350.65,52.72,7.35,62.73,3.59,2.66,13.42,10.29,262.44,0.0
2016,12,15,1.16,310.08,15.1,338.65,82.46,7.52,68.16,4.63,3.08,11.59,9.15,144.36,2.21
2016,12,16,1.18,308.19,15.25,344.89,73.89,7.35,68.08,3.68,2.77,11.79,8.79,176.8,0.29
2016,12,17,1.1,277.25,17.98,350.53,29.36,7.19,63.72,3.62,2.36,13.29,9.89,288.71,0.0
2016,12,18,1.13,290.26,16.48,345.3,48.87,8.19,72.23,3.76,4.19,12.0,9.57,244.99,96.26
2016,12,19,1.16,314.98,13.89,343.25,82.97,8.27,79.75,4.15,4.41,9.5,7.97,161.28,23.4
2016,12,20,1.64,295.05,15.72,348.46,56.31,7.76,74.71,3.64,3.46,9.84,8.15,220.69,15.57
2016,12,21,1.7,300.87,14.77,349.01,75.94,7.31,76.06,2.04,2.55,8.61,6.92,220.09,16.08
2016,12,22,1.1,314.4,6.93,346.9,85.47,6.89,85.57,1.97,1.81,4.48,4.09,128.67,24.59
2016,12,23,0.97,303.75,13.53,335.39,69.11,7.63,79.74,2.11,3.22,8.05,6.83,193.07,0.78
2016,12,24,1.79,306.96,13.96,316.31,54.28,7.58,79.87,2.06,3.08,8.89,6.66,198.33,0.0
2016,12,25,1.47,309.56,12.44,344.39,63.11,7.78,80.41,2.07,3.43,8.44,6.79,214.84,12.65
2016,12,26,1.7,288.51,15.97,350.58,48.88,8.01,77.48,1.32,3.82,9.65,8.14,255.87,12.22
2016,12,27,1.82,302.96,14.9,347.12,69.18,7.99,79.22,2.42,3.81,9.32,7.52,242.79,2.78
2016,12,28,1.81,305.51,16.15,343.39,90.73,6.72,67.88,1.76,1.31,9.6,7.58,208.13,4.45
2016,12,29,1.88,306.68,13.14,339.93,86.35,7.6,78.84,1.42,3.1,8.24,6.74,196.65,14.93
2016,12,30,1.28,301.17,14.25,335.25,74.21,8.27,81.03,2.05,4.37,9.1,7.74,196.64,7.19
2016,12,31,1.37,310.32,12.05,334.36,94.08,8.1,85.33,3.91,4.13,7.73,6.53,163.83,2.47
2017,1,1,1.53,304.12,11.97,354.71,76.84,8.06,81.13,3.08,4.04,7.95,7.21,197.09,21.02
2017,1,2,1.28,306.73,14.71,348.91,75.95,8.54,78.58,3.3,4.84,9.87,8.72,207.75,4.41
2017,1,3,1.32,308.11,15.94,347.66,81.57,8.49,76.54,2.96,4.76,10.89,9.15,165.33,2.09
2017,1,4,1.89,298.71,14.8,341.73,82.0,7.53,75.74,1.94,2.96,9.22,7.4,211.0,5.8
2017,1,5,1.43,306.29,14.17,338.52,72.34,7.51,77.35,2.73,2.94,9.52,7.08,202.13,4.29
2017,1,6,1.64,308.44,13.87,338.64,69.76,7.63,76.54,2.14,3.24,9.54,7.44,189.92,8.81
2017,1,7,1.29,314.05,15.11,323.81,78.24,8.06,78.8,2.02,4.02,9.88,7.85,192.37,9.43
2017,1,8,1.49,305.28,12.78,340.69,85.21,7.71,80.84,2.68,3.36,8.12,6.62,157.88,3.03
2017,1,9,2.25,292.96,13.17,338.51,71.98,7.15,77.64,1.68,2.24,8.03,6.21,207.74,3.91
2017,1,10,1.76,304.83,11.09,356.06,85.17,7.41,81.74,1.51,2.72,7.24,5.77,134.61,3.2
2017,1,11,1.47,305.87,12.67,344.8,71.59,8.26,84.51,3.56,4.4,8.71,7.07,182.49,0.15
2017,1,12,1.09,309.89,13.38,343.3,88.01,8.01,79.93,3.3,3.96,9.09,7.49,182.08,7.89
2017,1,13,0.97,303.86,12.95,338.33,90.39,8.1,80.17,3.62,4.1,9.0,7.62,168.7,4.14
2017,1,14,1.45,304.29,11.4,342.17,92.57,7.87,85.86,2.25,3.65,7.24,5.95,133.82,12.57
2017,1,15,1.79,304.67,11.83,328.49,88.63,7.46,83.3,2.28,2.89,7.56,5.67,109.69,4.88
2017,1,16,1.76,304.83,11.32,351.68,95.0,7.7,84.39,2.29,3.36,7.75,6.06,140.42,9.52
2017,1,17,1.77,298.89,13.81,351.01,91.04,7.74,79.39,0.46,3.32,8.48,7.07,168.68,1.69
2017,1,18,1.18,289.62,14.55,341.91,64.06,8.12,79.17,3.11,4.11,9.58,8.01,254.53,0.04
2017,1,19,1.4,287.57,12.16,346.09,75.85,7.75,85.1,1.93,3.44,7.86,6.03,207.41,0.0
2017,1,20,1.64,308.88,13.21,347.25,82.6,7.18,78.09,1.69,2.37,8.52,6.35,177.51,6.64
2017,1,21,1.19,311.92,13.45,335.49,87.49,7.25,77.41,0.14,2.49,9.72,6.64,168.27,8.77
2017,1,22,0.93,313.07,12.64,343.95,92.41,7.83,83.7,2.18,3.62,8.43,6.4,148.28,3.12
2017,1,23,1.3,312.45,11.64,344.74,82.02,8.16,86.13,3.63,4.24,8.43,6.6,165.97,0.06
2017,1,24,1.53,306.56,11.2,343.57,80.79,7.82,85.92,2.12,3.56,7.72,5.88,146.41,1.39
2017,1,25,1.43,304.45,12.7,340.45,83.83,7.93,82.37,2.31,3.78,7.89,6.78,143.98,1.25
2017,1,26,1.21,294.99,14.37,333.33,63.88,7.97,80.69,2.1,3.9,9.68,7.43,173.12,0.0
2017,1,27,0.8,298.43,14.57,337.95,59.39,7.73,73.75,3.41,3.44,10.5,8.28,185.17,1.74
2017,1,28,1.91,300.38,15.18,346.01,43.38,7.57,72.99,2.24,3.14,10.86,8.21,211.75,0.2
2017,1,29,1.69,298.75,14.41,342.5,71.67,7.44,74.93,1.27,2.83,9.96,7.41,199.65,0.0
2017,1,30,1.08,307.42,14.89,341.45,66.44,8.21,79.67,1.76,4.27,10.37,8.08,195.13,0.0
2017,1,31,1.26,292.91,15.33,349.0,51.53,8.46,79.08,2.96,4.74,11.18,8.75,210.11,0.0
2017,2,1,1.22,292.63,14.0,343.7,44.47,8.68,82.62,4.76,5.11,9.88,8.21,238.25,0.0
2017,2,2,1.61,294.72,12.94,348.04,46.94,8.31,86.09,3.24,4.45,8.41,6.83,216.56,5.84
2017,2,3,1.31,306.84,14.26,344.03,60.65,8.32,81.05,3.36,4.46,9.62,7.91,198.65,0.34
2017,2,4,1.26,309.99,15.29,341.45,87.56,8.6,78.81,4.24,4.97,10.95,8.9,193.75,0.14
2017,2,5,1.04,301.3,15.64,335.1,65.44,8.2,76.03,3.78,4.3,10.8,8.87,199.47,4.71
2017,2,6,1.42,300.08,15.08,327.28,65.99,8.38,80.32,2.16,4.58,9.75,8.19,212.89,0.33
2017,2,7,1.04,308.11,10.71,329.99,83.13,8.03,80.48,4.3,4.0,8.38,7.29,182.22,0.83
2017,2,8,1.49,312.67,13.49,322.01,75.95,8.15,81.72,2.27,4.15,8.81,7.35,174.68,6.66
2017,2,9,1.59,311.18,12.9,336.79,87.57,7.7,80.25,1.97,3.34,8.55,6.74,162.47,2.63
2017,2,10,1.76,316.81,14.49,334.38,97.57,7.45,75.23,2.21,2.88,8.97,7.37,169.04,4.44
2017,2,11,1.89,312.79,13.42,326.05,96.49,7.38,77.63,1.77,2.66,8.0,6.55,125.93,14.35
2017,2,12,1.41,304.92,13.59,324.47,97.82,7.3,77.04,2.97,2.56,8.09,6.67,168.17,3.28
2017,2,13,1.61,302.6,13.03,336.59,95.35,7.73,84.7,1.91,3.38,8.06,6.02,163.23,1.59
